"SMI-SUP-B","Company","","0000000","00000","","","0","","","","20041028","HARMANK","","","ZICH","","DE","","","SMI Supplier B","","","","Hamburg","","","","20457","02","SMI SUPPLI","","","E","","","","","","Am Kibbelsteg","","","","","","","","","","","","","","SMI SUPPLIER B","","HAMBURG","","00000000","","","00000000","","","","","","","","",""
"MCCOY-00","Firma","","0000000","00000","","","0","","","","20020510","VOLMERING","","","VEND","","US","","","McCoy-00","","","","Atlanta","","","","30345","GA","SRM","","","E","","","","","","900 Lancaster Ave","","879-56-200","","879-56-201","","","","","","","","","","MCCOY-00","","ATLANTA","","00000000","","","00000000","","","","","","","","1108900801",""
"TP-CARC","","","0000000","00000","","","0","","","","20020906","TOMB","","","ZAPO","","US","","","TPVS Carrier C","","","","CHICAGO","COOK","","","60601","IL","TPVS","","","E","","","","","","200 Ashland Drive","","","","","","","","","","","","","","TPVS CARRIER C","","CHICAGO","","00000000","","","00000000","","","","","","","","1403105101",""
"T-K515A05","","","0000000","00000","","MBAU","0","","","","20030211","BURMANM","","","LIEF","","DE","","","Sapsota Company Limited","Gr. 05","","","Nordenham","","","","32190","","SCM515-05","","","D","","","","","X","Industriepark 48","","04731/8347-3","","","","","","","","","","","","SAPSOTA COMPANY LIMITED","GR. 05","NORDENHAM","","00000000","","","00000000","","","","","X","X","","",""
"0000071604","Company","","0000000","00000","","GOVT","0","","","","20020722","REID","","","PLNT","","CA","","","Family Court - Ontario","","","","Toronto","","","","M2P 1T8","ON","FAMILY COU","","","E","","","","","","987 Main Street","","","","","","","","","000001","","","","","FAMILY COURT - ONTARIO","","TORONTO","","00000000","","","00000000","","","","","","","","",""
"0000001098","","","0000000","00000","","","0","","","","19970127","HEINZ","","","0001","0000001098","AR","","","Productos Argentinos Imp. S.A","","","","Buenos Aires","","LS15","","1401","","CD","","","E","","","","","","Leandro N. Alem 855 Piso 12","","","","","","","","","","","GB963852741","","","PRODUCTOS ARGENTINOS IMP.","","BUENOS AIRES","","00000000","","213650661","00000000","","","","","","","","",""
"0000100398","Mr.","","0000000","00000","","","0","","","","20121018","TCS_DEMO_2ND","","","0010","","US","","","RSV10","","","","PRATTVILLE","AUTAUGA","","","","","TEST","","","E","","","","","","","","","","","","","","","","","","","","RSV10","","PRATTVILLE","","00000000","","","00000000","","","","","","","","0100108701",""
"0000005601","","","0000000","00000","","","0","","","","20110420","GRAUENHORST","","","LIEF","","US","","","HTO Services and Solutions","","","","WAYNE","DELAWARE","","","19087","","HTO IDES S","","","E","","","","","","125-150 Kennedy Road","","","","","","","","","","","","","","HTO SERVICES AND SOLUTION","","WAYNE","","00000000","","","00000000","","","","","X","X","","3904561701",""
"T-K521E02","","","0000000","00000","","TRAD","0","","","","20030313","CATT_USER","","","ZTMM","","DE","","","Grosshandel-Baden","Gr.02","","","Mannheim","","","","68309","","SCM52102","","","D","","","","","","Calderonweg 250","","","","","","","","","","","","","","GROSSHANDEL-BADEN","GR.02","MANNHEIM","","00000000","","","00000000","","","","","X","X","","",""
"CM_VOG03","","","0000000","00000","","","0","","","","20120606","D030473","","","0001","","US","","","CM Oil and Gas Vendor 03","","","","waldorf","CHARLES","","","","","CM","","","E","","","","","","","","","","","","","","","","","","","","CM OIL AND GAS VENDOR 03","","WALDORF","","00000000","","","00000000","","","","","X","","","2101717701",""
"SMI-SUP1","","","0000000","00000","","","0","","","","20040514","MICHALSKY","","","VEND","","US","","","SMI Supplier","","","","SAN ANTONIO","BEXAR","","","78229","","SMI","","","E","","","","","","3806 Northwest Loop","","","","","","","","","","","","","","SMI SUPPLIER","","SAN ANTONIO","","00000000","","","00000000","","","","","","","","4402925701",""
"MCCOY-01","Firma","","0000000","00000","","","0","","","","20020510","VOLMERING","","","VEND","","US","","","McCoy-01","","","","ATLANTA","DEKALB","","","30345","GA","SRM","","","E","","","","","","145 Crossroad","","879-56-200","","879-56-201","","","","","","","","","","MCCOY-01","","ATLANTA","","00000000","","","00000000","","","","","","","","1108900801",""
"0000100403","Company","","0000000","00000","","","0","","","","20121025","I065656","","","KRED","","IN","0000000100","","Creative Signs","","","","","","","","","","CS","","","E","","","","","","","","","","","","","","","","","","","","CREATIVE SIGNS","","","","00000000","","","00000000","","","","","","","","",""
"0000001099","Company","","0000000","00000","","","0","","","","19961127","FABARIUS","","","0001","","GB","","","Studio Chapultepec","","","","","","","","","","CD","","","E","","","","","","","","081 / 384 1077","","081 / 384 1078","","","","","","","","","","STUDIO CHAPULTEPEC","","","","00000000","","213650661","00000000","","","","","","","","",""
"0000071605","Company","","0000000","00000","","GOVT","0","","","","20020722","REID","","","PLNT","","CA","","","Family Court - Quebec","","","","Montreal","","","","H3P 8G5","QC","FAMILY COU","","","E","","","","","","1075 Rene Levesque Blvd","","","","","","","","","000001","","","","","FAMILY COURT - QUEBEC","","MONTREAL","","00000000","","","00000000","","","","","","","","",""
"T-K521E03","","","0000000","00000","","TRAD","0","","","","20030313","CATT_USER","","","ZTMM","","DE","","","Grosshandel-Baden","Gr.03","","","Mannheim","","","","68309","","SCM52103","","","D","","","","","","Calderonweg 250","","","","","","","","","","","","","","GROSSHANDEL-BADEN","GR.03","MANNHEIM","","00000000","","","00000000","","","","","X","X","","",""
"0000005602","","","0000000","00000","","","0","","","","20110420","GRAUENHORST","","","LIEF","","US","","","Datalab Computer Applications","","","","MEMPHIS","CLARK","","","47143","","DATALAB ID","","","E","","","","","","100 Priscilla St","","","","","","","","","","","","","","DATALAB COMPUTER APPLICAT","","MEMPHIS","","00000000","","","00000000","","","","","X","X","","1501921631",""
"TP-CARD","","","0000000","00000","","","0","","","","20020906","TOMB","","","ZAPO","","US","","","TPVS Carrier D","","","","AMBLER","MONTGOMERY","","","19002","PA","TPVS","","","E","","","","","","","","","","","","","","","","","","","","TPVS CARRIER D","","AMBLER","","00000000","","","00000000","","","","","","","","3909100601",""
"CN1222","","","0000000","00000","","TRAD","0","","","","20111227","C5121425","","","0001","","CN","","","ABC Supply Company CN","","","","","","","","","","CRM","","","E","","","","","","","","","","","","","","","","","","","","ABC SUPPLY COMPANY CN","","","","00000000","","","00000000","","","","","X","","","",""
"SMI-SUP2","Company","","0000000","00000","","","0","","","","20050303","FISCHERB","","","ZICH","","US","","","SMI Supplier 2","","","","Brownsville","CAMERON","","","78521","TX","SMI","","","E","","","","","","500 McDavitt","","","","","","","","","","","","","","SMI SUPPLIER 2","","BROWNSVILLE","","00000000","","","00000000","","","","","","","","4406104101",""
"T-K515A06","","","0000000","00000","","MBAU","0","","","","20030211","BURMANM","","","LIEF","","DE","","","Sapsota Company Limited","Gr. 06","","","Nordenham","","","","32190","","SCM515-06","","","D","","","","","X","Industriepark 48","","04731/8347-3","","","","","","","","","","","","SAPSOTA COMPANY LIMITED","GR. 06","NORDENHAM","","00000000","","","00000000","","","","","X","X","","",""
"MCCOY-02","Firma","","0000000","00000","","","0","","","","20020510","VOLMERING","","","VEND","","US","","","McCoy-02","","","","ATLANTA","DEKALB","","","30345","GA","SRM","","","E","","","","","","145 Crossroad","","879-56-200","","879-56-201","","","","","","","","","","MCCOY-02","","ATLANTA","","00000000","","","00000000","","","","","","","","1108900801",""
"0000100408","","","0000000","00000","","","0","","","","20121116","D022599","","","KRED","","CA","","","North Energy Ltd","","","","Calgary","","","","T2P 4K9","AB","ENERGY","","","E","","","","","","","","00-141777754","","00-141788654","","","","","","","","","","NORTH ENERGY LTD","","CALGARY","","00000000","","","00000000","","","","","","","","",""
"0000001100","Company","","0000000","00000","","CHEM","0","","","","19941108","SACHSE","","","0001","","DE","","","Phunix GmbH","","","","Frankfurt","","","","60000","06","FI-PHUNIX","","","D","","","","","","Landstrasse 15","","069 / 768890","","069 / 768888","","","","","","","DE123469789","","","PHUNIX GMBH","","FRANKFURT","","00000000","","","00000000","","","","","","","","",""
"0000071606","Company","","0000000","00000","","GOVT","0","","","","20020722","REID","","","PLNT","","CA","","","Family Court - New Brunswick","","","","St-John's","","","","N3B 2P4","NB","FAMILY COU","","","E","","","","","","874 Main Street","","","","","","","","","000001","","","","","FAMILY COURT - NEW BRUNSW","","ST-JOHN'S","","00000000","","","00000000","","","","","","","","",""
"T-K521E04","","","0000000","00000","","TRAD","0","","","","20030313","CATT_USER","","","ZTMM","","DE","","","Grosshandel-Baden","Gr.04","","","Mannheim","","","","68309","","SCM52104","","","D","","","","","","Calderonweg 250","","","","","","","","","","","","","","GROSSHANDEL-BADEN","GR.04","MANNHEIM","","00000000","","","00000000","","","","","X","X","","",""
"0000005603","Firma","","0000000","00000","","","0","","","","20110420","GRAUENHORST","","","LIEF","","US","","","CAFS IT SERVICES","","","","G P O","NEW YORK","","","10001","","CAFS IDES","","","E","","","","","","20-55 East Industrial Drive","","","","","","","","","","","","","","CAFS IT SERVICES","","G P O","","00000000","","","00000000","","","","","X","X","","3306120101",""
"CN2502","","","0000000","00000","","","0","","","","20111227","C5121425","","","0001","","CN","","","Rubicon Steel & Components CN","","","","","","","","","","RUBICON","","","E","","","","","","100 CN","","","","","","","","","","","","","","RUBICON STEEL & COMPONENT","","","","00000000","","","00000000","","","","","X","","","",""
"SMIORGAVEN","","","0000000","00000","","","0","","","","20040211","MICHALSKY","","","VEND","","US","","","SMIORGAVEN","","","","WICHITA","SEDGWICK","","","67214","KS","SMI VENDOR","","","E","","","","","","100 Ohio Street","","","","","","","","","","","","","","SMIORGAVEN","","WICHITA","","00000000","","","00000000","","","","S360","","","","1717308601",""
"0000100413","Company","","0000000","00000","","","0","","","","20121120","I065656","","","KRED","","ZA","","","Lenovo Parts","","","","","","","","","","PARTS","","","E","","","","","","","","","","","","","","X","","","","","","LENOVO PARTS","","","","00000000","","","00000000","","","","","","","","",""
"MCCOY-03","Firma","","0000000","00000","","","0","","","","20020510","VOLMERING","","","VEND","","US","","","McCoy-03","","","","ATLANTA","DEKALB","","","30345","GA","SRM","","","E","","","","","","123 Crossroad","","879-56-200","","879-56-201","","","","","","","","","","MCCOY-03","","ATLANTA","","00000000","","","00000000","","","","","","","","1108900801",""
"0000071607","Company","","0000000","00000","","GOVT","0","","","","20020722","REID","","","PLNT","","CA","","","Family Court - Nova Scotia","","","","Halifax","","","","N3P 4B6","NS","FAMILY COU","","","E","","","","","","7649 Main Street","","","","","","","","","000001","","","","","FAMILY COURT - NOVA SCOTI","","HALIFAX","","00000000","","","00000000","","","","","","","","",""
"TP-MMCARA","","","0000000","00000","","","0","","","","20030911","TOMB","","","ZAPO","","US","","","Global Transportation","","","","CLEVELAND","CUYAHOGA","","","44102","OH","TPVS MM","","","E","","","","","","100 Headquarter Drive","","","","","","","","","","","","","","GLOBAL TRANSPORTATION","","CLEVELAND","","00000000","","","00000000","","","","","","","","3603505101",""
"0000001101","Company","","0000000","00000","","","0","","","","19980305","ECKERS","","","0001","","DE","","","ABC Dienstleistungs GmbH","","","","Mannheim","","","","66666","","SRV","","","D","","","","","","Industriestraße 1101","","0621/123-45678","","","","12345678","","","","","","","","ABC DIENSTLEISTUNGS GMBH","","MANNHEIM","","00000000","","","00000000","","","","","","","","",""
"T-K521E05","","","0000000","00000","","TRAD","0","","","","20030313","CATT_USER","","","ZTMM","","DE","","","Grosshandel-Baden","Gr.05","","","Mannheim","","","","68309","","SCM52105","","","D","","","","","","Calderonweg 250","","","","","","","","","","","","","","GROSSHANDEL-BADEN","GR.05","MANNHEIM","","00000000","","","00000000","","","","","X","X","","",""
"CN3000","","","0000000","00000","","","0","","","","20111227","C5121425","","","0001","","CN","","","C.E.B. CN","","","","","","","","","","CEB","","","E","","","","","","","","","","","","","","","","","","","","C.E.B. CN","","","","00000000","","","00000000","","","","","X","","","",""
"0000005604","Firma","","0000000","00000","","","0","","","","20110420","GRAUENHORST","","","LIEF","","US","","","KensleyTechnologies","","","","PHILADELPHIA","PHILADELPHIA","","","19101","","KENSLEY ID","","","E","","","","","","100 Wellington Pike","","","","","","","","","","","","","","KENSLEYTECHNOLOGIES","","PHILADELPHIA","","00000000","","","00000000","","","","","X","X","","3910130001",""
"SMIV200448","","","0000000","00000","","","0","","","","20050211","MICHALSKY","","","VEND","","US","","","IC Electronics","","","","San Antonio","BEXAR","","","78229","","SMI","","","E","","","","","","3804 Northwest Loop","","","","","","","","","","","","","","IC ELECTRONICS","","SAN ANTONIO","","00000000","","","00000000","","","","","","","","4402925701",""
"0000100418","","","0000000","00000","","","0","","","","20130206","RFC_SMNGT","","","KRED","","DE","","","GDC","","","","Munach","","","","12345","","GDC","","","E","","","","","","","","45456","","","","","","","","","","","","GDC","","MUNACH","","00000000","","","00000000","","","","","","","","",""
"T-K515A07","","","0000000","00000","","MBAU","0","","","","20030211","BURMANM","","","LIEF","","DE","","","Sapsota Company Limited","Gr. 07","","","Nordenham","","","","32190","","SCM515-07","","","D","","","","","X","Industriepark 48","","04731/8347-3","","","","","","","","","","","","SAPSOTA COMPANY LIMITED","GR. 07","NORDENHAM","","00000000","","","00000000","","","","","X","X","","",""
"MCCOY-04","Firma","","0000000","00000","","","0","","","","20020510","VOLMERING","","","VEND","","US","","","McCoy-04","","","","ATLANTA","DEKALB","","","30345","GA","SRM","","","E","","","","","","123 Crossroad","","879-56-200","","879-56-201","","","","","","","","","","MCCOY-04","","ATLANTA","","00000000","","","00000000","","","","","","","","1108900801",""
"T-K521E06","","","0000000","00000","","TRAD","0","","","","20030313","CATT_USER","","","ZTMM","","DE","","","Grosshandel-Baden","Gr.06","","","Mannheim","","","","68309","","SCM52106","","","D","","","","","","Calderonweg 250","","","","","","","","","","","","","","GROSSHANDEL-BADEN","GR.06","MANNHEIM","","00000000","","","00000000","","","","","X","X","","",""
"0000071608","Company","","0000000","00000","","GOVT","0","","","","20020722","REID","","","PLNT","","CA","","","Family Court - PEI","","","","Charlottetown","","","","P3T 4U5","PE","FAMILY COU","","","E","","","","","","8964 Main Street","","","","","","","","","000001","","","","","FAMILY COURT - PEI","","CHARLOTTETOWN","","00000000","","","00000000","","","","","","","","",""
"0000001102","Company","","0000000","00000","","","0","","","","19980306","ECKERS","","","0001","","DE","","","Top Services GmbH","","","","Kaiserslautern","","","","67000","","SRV","","","D","","","","","","Am Rotenberg 9","","067/49898-0","","5656438","","34567893","","","","","","","","TOP SERVICES GMBH","","KAISERSLAUTERN","","00000000","","","00000000","","","","","","","","",""
"COMPANY02","Firma","","0000000","00000","","TRAD","0","","","","20040324","D036964","","","VEND","","DE","","","Company02","","","","Frankfurt","","","","63073","06","FSC120","","","D","","","","","","Mainzer Landstr. 115","","","","","","","","X","","","","","","COMPANY02","","FRANKFURT","","00000000","","","00000000","","","","","","","","",""
"0000005650","","","0000000","00000","","","0","","","","20011207","STANKOVICH","","","LIEF","","US","","","eVendor\, LLP","","","","CHICAGO","COOK","","","60601","IL","EBP","","","E","","","","","","303 303 East Wacker Drive","","312-279-9000","","312-279-9001","","","","","","","","","","EVENDOR\, LLP","","CHICAGO","","00000000","","","00000000","","","","","X","X","","1403105101",""
"SMIV200801","","","0000000","00000","","","0","","","","20050408","MICHALSKY","","","VEND","","US","","","IC Electronics","","","","San Antonio","BEXAR","","","78229","","SMI","","","E","","","","","","3804 Northwest Loop","","","","","","","","","","","","","","IC ELECTRONICS","","SAN ANTONIO","","00000000","","","00000000","","","","","","","","4402925701",""
"0000100423","Company","","0000000","00000","","","0","","","","20130411","C5162971","","","KRED","","US","","","42302","","","","Cupertino","SANTA CLARA","","","95014","CA","42302","","","E","","","","","","","","","","","","","","","","","","","","42302","","CUPERTINO","","00000000","","","00000000","","","","","","","","0508508601",""
"MCCOY-05","Firma","","0000000","00000","","","0","","","","20020510","VOLMERING","","","VEND","","US","","","McCoy-05","","","","ATLANTA","DEKALB","","","30345","GA","SRM","","","E","","","","","","123 Crossroad","","879-56-200","","879-56-201","","","","","","","","","","MCCOY-05","","ATLANTA","","00000000","","","00000000","","","","","","","","1108900801",""
"TP-MMCARB","","","0000000","00000","","","0","","","","20030911","TOMB","","","ZAPO","","US","","","Worldwide Transportation Services","","","","CORNWALL","ORANGE","","","12518","NY","TPVS MM","","","E","","","","","","500 Broadaxe Drive","","","","","","","","","","","","","","WORLDWIDE TRANSPORTATION","","CORNWALL","","00000000","","","00000000","","","","","","","","3307105601",""
"T-K521E07","","","0000000","00000","","TRAD","0","","","","20030313","CATT_USER","","","ZTMM","","DE","","","Grosshandel-Baden","Gr.07","","","Mannheim","","","","68309","","SCM52107","","","D","","","","","","Calderonweg 250","","","","","","","","","","","","","","GROSSHANDEL-BADEN","GR.07","MANNHEIM","","00000000","","","00000000","","","","","X","X","","",""
"CONAI","","","0000000","00000","","","0","","","","20130411","D031635","","","0001","","IT","","","Conai Italy","","","","Milano","","","","20122","","CONAI","","","E","","","","","","Via Donizetti 6","","","","","","","","","","","","","","CONAI ITALY","","MILANO","","00000000","","","00000000","","","","","X","","","",""
"0000001103","Company","","0000000","00000","","","0","","","","19980306","ECKERS","","","0001","","DE","","","ISG Innovative Services GmbH","","","","München","","","","80000","","SRV","","","D","","","","","","Rosenheimer Straße 1132","","080/12342-0","","","","232576348","","","","","","","","ISG INNOVATIVE SERVICES G","","MÜNCHEN","","00000000","","","00000000","","","","","","","","",""
"0000071609","Company","","0000000","00000","","GOVT","0","","","","20020722","REID","","","PLNT","","CA","","","Family Court - Newfoundland","","","","St-John","","","","N3H 3T6","NF","FAMILY COU","","","E","","","","","","90 Main Street","","","","","","","","","000001","","","","","FAMILY COURT - NEWFOUNDLA","","ST-JOHN","","00000000","","","00000000","","","","","","","","",""
"T-K515A08","","","0000000","00000","","MBAU","0","","","","20030211","BURMANM","","","LIEF","","DE","","","Sapsota Company Limited","Gr. 08","","","Nordenham","","","","32190","","SCM515-08","","","D","","","","","X","Industriepark 48","","04731/8347-3","","","","","","","","","","","","SAPSOTA COMPANY LIMITED","GR. 08","NORDENHAM","","00000000","","","00000000","","","","","X","X","","",""
"0000100428","Company","","0000000","00000","","","0","","","","20130610","I064755","","","KRED","","IN","","","Ship Project Customer","","","","Bangalore","","","","","10","SHIP PROJE","","","E","","","","","","","","","","","","","","","","","","","","SHIP PROJECT CUSTOMER","","BANGALORE","","00000000","","","00000000","","","","","","","","",""
"SMIVENDOR","","","0000000","00000","","","0","","","","20031002","MICHALSKY","","","VEND","","US","","","SMIVENDOR","","","","WICHITA","SEDGWICK","","","67214","KS","SMI VENDOR","","","E","","","","","","100 Ohio Street","","316-522-4983","","316-524-2732","","","","","","","","","","SMIVENDOR","","WICHITA","","00000000","","","00000000","","","","3600","","","","1717308601",""
"0000005700","Company","","0000000","00000","","","0","","","","19981120","MURAYAMA","","","0001","0000005700","JP","","","J.P.I. Systems Corp.","","","","Narashino-shi","Chiba","","","2750024","12","JAPAN","","","E","","","","","","Narashino-shi","","","","","","","","","","","","","","J.P.I. SYSTEMS CORP.","","NARASHINO-SHI","","00000000","","","00000000","","","","","","","","",""
"MCCOY-06","Firma","","0000000","00000","","","0","","","","20020510","VOLMERING","","","VEND","","US","","","McCoy-06","","","","ATLANTA","DEKALB","","","30345","GA","SRM","","","E","","","","","","123 Crossroad","","879-56-200","","879-56-201","","","","","","","","","","MCCOY-06","","ATLANTA","","00000000","","","00000000","","","","","","","","1108900801",""
"T-K521E08","","","0000000","00000","","TRAD","0","","","","20030313","CATT_USER","","","ZTMM","","DE","","","Grosshandel-Baden","Gr.08","","","Mannheim","","","","68309","","SCM52108","","","D","","","","","","Calderonweg 250","","","","","","","","","","","","","","GROSSHANDEL-BADEN","GR.08","MANNHEIM","","00000000","","","00000000","","","","","X","X","","",""
"CPB1000","Company","","0000000","00000","","","0","","","","20060523","D039455","","","LIFA","","DE","","","Softdrink","","","","Hamburg","","","","20359","","BEVERAGES","","","E","","","","","","Bottel str. 20","","","","","","","","","","","","","","SOFTDRINK","","HAMBURG","","00000000","","","00000000","","","","","","","","",""
"0000071625","Company","","0000000","00000","","GOVT","0","","","","20020722","REID","","","PLNT","","CA","","","Small Claims Court","","","","Ottawa","","","","K2K 1P6","ON","SMALL CLAI","","","E","","","","","","7865 Wellington Street","","","","","","","","","000001","","","","","SMALL CLAIMS COURT","","OTTAWA","","00000000","","","00000000","","","","","","","","",""
"0000001104","Company","","0000000","00000","","","0","","","","19990430","GRAUENHORST","","","LIEF","","DE","","","Hoch und Tiefbau GmbH Kaiserslauter","","","","Kaiserlautern","","12225","65743","65743","","SRV","","","D","","","","","","Industriestrasse 10-16","","0631/7772-0","","0631/7772-15","","","","","","","","","","HOCH UND TIEFBAU GMBH KAI","","KAISERLAUTERN","","00000000","","","00000000","","","","","X","X","","",""
"0000200000","","","0000000","00000","","","0","","","","19960324","SCHMIDT","","","HRTP","","US","","","Prudential","","","","CHICAGO","COOK","","","60614","IL","BENEFITS","","","E","","","","","","500 First Avenue","","","","","","","","","","","","","","PRUDENTIAL","","CHICAGO","","00000000","","","00000000","","","","","","","","1403105101",""
"SMTPVS3855","","","0000000","00000","","TRAN","0","","","","20040129","ARASUV","","","0005","","US","","","Serv Mgmt TPVS TSP 1","","","","DENVER","","","","80216","CO","SM","","","E","","","","","","","","","","","","","","","","","","","","SERV MGMT TPVS TSP 1","","DENVER","","00000000","","","00000000","","","","","","","","0603101401",""
"0000005800","","","0000000","00000","","","0","","","","20000616","KOHNLE","","","LIEF","","US","","","IBM","IBM","","","New York","NEW YORK","","","10001","NY","B2B","","","E","","","","","","5 Fifth Ave","","","","","","","","","","","","","","IBM","IBM","NEW YORK","","00000000","","","00000000","","","","","X","X","","3306120101",""
"TP-MMCARC","","","0000000","00000","","","0","","","","20031106","TOMB","","","ZAPO","","US","","","Speedy Transportation Services","","","","NEWTOWN SQUARE","DELAWARE","","","19073","","MM TPVS","","","E","","","","","","Westchester Pike","","","","","","","","","","","","","","SPEEDY TRANSPORTATION SER","","NEWTOWN SQUARE","","00000000","","","00000000","","","","","","","","3904561801",""
"MCCOY-07","Firma","","0000000","00000","","","0","","","","20020510","VOLMERING","","","VEND","","US","","","McCoy-07","","","","ATLANTA","DEKALB","","","30345","GA","SRM","","","E","","","","","","123 Crossroad","","879-56-200","","879-56-201","","","","","","","","","","MCCOY-07","","ATLANTA","","00000000","","","00000000","","","","","","","","1108900801",""
"T-K521E09","","","0000000","00000","","TRAD","0","","","","20030313","CATT_USER","","","ZTMM","","DE","","","Grosshandel-Baden","Gr.09","","","Mannheim","","","","68309","","SCM52109","","","D","","","","","","Calderonweg 250","","","","","","","","","","","","","","GROSSHANDEL-BADEN","GR.09","MANNHEIM","","00000000","","","00000000","","","","","X","X","","",""
"CPB1000100","Company","","0000000","00000","","","0","","","","20110120","CRMREMOTE","","","0001","","US","","","Miller Fred","","","","NEW YORK","NEW YORK","1060","","10041","NY","CPB","","","E","","","","","","46 Greenwich Ave","","","","","","","","","","","","","","MILLER FRED","","NEW YORK","","00000000","","","00000000","","","","","","","","3306120101",""
"0000071650","Company","","0000000","00000","","GOVT","0","","","","20030218","DION","","","PLNT","","CA","","","Canada Customs & Revenue Agency","","","","Ottawa","","","","K2P 1A4","ON","GARN - CCR","","","E","","","","","","123 Wellington Street","","","","","","","","","000001","","","","","CANADA CUSTOMS & REVENUE","","OTTAWA","","00000000","","","00000000","","","","","","","","",""
"T-K515A09","","","0000000","00000","","MBAU","0","","","","20030211","BURMANM","","","LIEF","","DE","","","Sapsota Company Limited","Gr. 09","","","Nordenham","","","","32190","","SCM515-09","","","D","","","","","X","Industriepark 48","","04731/8347-3","","","","","","","","","","","","SAPSOTA COMPANY LIMITED","GR. 09","NORDENHAM","","00000000","","","00000000","","","","","X","X","","",""
"0000001105","Company","","0000000","00000","","","0","","","","19990507","GRAUENHORST","","","LIEF","","US","","","Harvey Building and Construction","","","","NEWCASTLE","PLACER","","","95658","CA","SRV","","","E","","","","","","Mainstreet 35-37","","02038-546","","","","","","","","","","","","HARVEY BUILDING AND CONST","","NEWCASTLE","","00000000","","","00000000","","","","","X","X","","0506183761",""
"0000200001","","","0000000","00000","","","0","","","","19960324","SCHMIDT","","","HRTP","","US","","","Blue Cross Blue Shield","","","","NEW YORK","NEW YORK","","","10001","NY","BENEFITS","","","E","","","","","","499 Madison Ave","","","","","","","","","","","","","","BLUE CROSS BLUE SHIELD","","NEW YORK","","00000000","","","00000000","","","","","","","","3306120101",""
"SMTPVS3856","","","0000000","00000","","TRAN","0","","","","20040129","ARASUV","","","0005","","US","","","Serv Mgmt TPVS TSP 2","","","","DENVER","DENVER","","","80216","CO","SM","","","E","","","","","","","","","","","","","","","","","","","","SERV MGMT TPVS TSP 2","","DENVER","","00000000","","","00000000","","","","","","","","0603101401",""
"0000005867","","","0000000","00000","","","0","","","","20040310","EARGLE","","","LIEF","","US","","","Arizona Aluminum","","","","TUCSON","PIMA","","","85719","AZ","JTE","","","E","","","","","","1000 North Park Avenue","","","","","","","","","","","","","","ARIZONA ALUMINUM","","TUCSON","","00000000","","","00000000","","","","","X","X","","0301903101",""
"MCCOY-08","Firma","","0000000","00000","","","0","","","","20020510","VOLMERING","","","VEND","","US","","","McCoy-08","","","","ATLANTA","DEKALB","","","30345","GA","SRM","","","E","","","","","","123 Crossroad","","879-56-200","","879-56-201","","","","","","","","","","MCCOY-08","","ATLANTA","","00000000","","","00000000","","","","","","","","1108900801",""
"T-K521E10","","","0000000","00000","","TRAD","0","","","","20030313","CATT_USER","","","ZTMM","","DE","","","Grosshandel-Baden","Gr.10","","","Mannheim","","","","68309","","SCM52110","","","D","","","","","","Calderonweg 250","","","","","","","","","","","","","","GROSSHANDEL-BADEN","GR.10","MANNHEIM","","00000000","","","00000000","","","","","X","X","","",""
"CPB1000130","Ms.","","0000000","00000","","","0","","","","20110120","CRMREMOTE","","","0001","","US","","","Jenny Light","","","","NEW YORK","NEW YORK","1060","","10037","NY","CPB","","","E","","","","","","366 Third Ave","","","","","","","","","","","","","","JENNY LIGHT","","NEW YORK","","00000000","","","00000000","","","","","","","","3306120101",""
"0000071800","Company","","0000000","00000","","GOVT","0","","","","20020619","REID","","","PLNT","","CA","","","WCB - Alberta","","","","Edmonton","","","","T2P 1P1","AB","WCB-AB","","","E","","","","","","123 Main Street","","","","","","","","","000001","","","","","WCB - ALBERTA","","EDMONTON","","00000000","","","00000000","","","","","","","","",""
"0000200002","","","0000000","00000","","","0","","","","19960324","SCHMIDT","","","HRTP","","US","","","Kaiser","","","","CHICAGO","COOK","","","60614","IL","BENEFITS","","","E","","","","","","200 First Avenue","","","","","","","","","","","","","","KAISER","","CHICAGO","","00000000","","","00000000","","","","","","","","1403105101",""
"0000001106","Company","","0000000","00000","","","0","","","","19990706","GRAUENHORST","","","LIEF","","DE","","","SPEDITRANS Transport GmbH","","","","Enkenbach","","","","66846","07","SRV","","","D","","","","","","Siebeldinger Str. 4-20","","","","","","","","","","","","","","SPEDITRANS TRANSPORT GMBH","","ENKENBACH","","00000000","","","00000000","","","","","X","X","","",""
"0000005900","","","0000000","00000","","","0","","","","20000616","KOHNLE","","","LIEF","","US","","","Enigma","","","","DETROIT","WAYNE","","","48219","MI","SRM","","","E","","","","","","12 12 Quality-Street","","","","","","","","","","","","","","ENIGMA","","DETROIT","","00000000","","","00000000","","","","","X","X","","2316303801",""
"SP-3011","","","0000000","00000","","TRAD","0","","","","20121030","I806121","","","0001","0000700046","US","","","Worldwide Supply Sensations","","","","Tustin","ORANGE","","","92782","CA","WORLD","","","E","","","","","","123 Elm","","555-555-1212","","","","","","X","","","","","","WORLDWIDE SUPPLY SENSATIO","","TUSTIN","","00000000","","","00000000","","","","","X","","","0505936351",""
"TP-MMCARD","","","0000000","00000","","","0","","","","20060825","SANTORELLO","","","ZAPO","","US","","","Intermodal Services","","","","Chicago","COOK","","","60601","IL","JKS","","","E","","","","","","1 West Wacker Drive","","","","","","","","","","","","","","INTERMODAL SERVICES","","CHICAGO","","00000000","","","00000000","","","","","","","","1403105101",""
